Feature ID,PMT1 leaf control,PMT1 leaf topped,PMT1 root control,PMT1 root topped,PMT2 leaf control,PMT2 leaf topped,PMT2 root control,PMT2 root topped,PMT3 leaf control,PMT3 leaf topped,PMT3 root control,PMT3 root topped,TN90 leaf control,TN90 leaf topped,TN90 root control,TN90 root topped,Swissprot,,Solyc,,GO ontology (biological process)
NITAB031487.1,0.5313,0.5061,2.7556,3.9833,0.2643,0.8158,4.0197,5.0448,0.5913,0.4813,2.1811,4.8731,0.4914,0.5936,2.2975,4.9422,Auxin-responsive protein SAUR72,sp|Q9LTV3|SAU72_ARATH,Small auxin up-regulated RNA65,Solyc07g066560.1.1,auxin-activated signaling pathway [GO:0009734]; multicellular organism development [GO:0007275]; regulation of growth [GO:0040008]
NITAB031524.1,0.6275,1.0929,6.3704,17.5836,0.8622,1.7218,10.6729,21.4809,0.5021,1.3814,3.1860,9.3869,0.4719,2.3227,4.2504,16.2622,Agmatine coumaroyltransferase-2,sp|A9ZPJ7|AGCT2_HORVU,Agmatine coumaroyltransferase-2 ,Solyc11g071470.1.1,0
NITAB031646.1,1.2848,2.3421,5.4929,8.9488,4.9503,5.5107,6.6971,12.2602,2.3280,2.7869,2.7519,5.3514,2.4454,1.3076,3.0988,14.6924,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB031702.1,858.2450,760.1464,11.1584,6.7255,949.6040,982.1612,9.0207,5.7994,854.3482,724.9930,11.1393,3.9877,795.1414,803.1941,8.0648,8.3725,"Photosystem II 10 kDa polypeptide, chloroplastic",sp|Q40519|PSBR_TOBAC,Photosystem II 10 kDa polypeptide family protein ,Solyc07g066310.3.1,photosynthesis [GO:0015979]
NITAB031732.1,11.2812,8.9765,2.7103,1.0820,8.5717,7.9198,1.1974,0.6422,17.9643,9.8234,2.0422,1.7776,13.8101,2.4492,2.8084,1.4450,Probable calcium-binding protein CML27,sp|Q9LE22|CML27_ARATH,"Calcium-binding EF-hand family protein, putative ",Solyc01g020378.1.1,0
NITAB031772.1,0.2960,0.3759,75.1905,126.3965,0.8522,0.5654,140.9473,147.2446,0.1708,0.3482,35.6066,63.7529,0.3114,0.9104,37.1645,117.4401,Stress-response A/B barrel domain-containing protein At5g22580,sp|Q9FK81|Y5258_ARATH,Stress responsive A/B Barrel Domain-containing protein ,Solyc11g066950.2.1,0
NITAB031804.1,0.1736,0.3919,3.2819,3.0766,0.3053,0.3935,3.6802,4.4011,0.2715,0.0880,1.6409,5.0818,0.2452,0.2374,4.2252,4.1239,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB031839.1,0.5532,0.8387,2.7618,5.7737,0.4590,0.7100,5.5732,8.9341,0.5503,0.5410,1.8224,4.3053,0.5796,0.7912,2.0326,6.7740,pEARLI1-like lipid transfer protein 1,sp|Q9SU35|ERLL1_ARATH,Sl proline-rich protein,Solyc12g009650.2.1,cellular response to cold [GO:0070417]; cold acclimation [GO:0009631]; defense response to fungus [GO:0050832]; induced systemic resistance [GO:0009682]; plant-type hypersensitive response [GO:0009626]; systemic acquired resistance [GO:0009627]
NITAB031849.1,8.1759,4.1190,1.4260,0.8676,5.8558,3.5244,1.6295,0.9042,5.1191,5.5111,1.7592,2.5721,6.4040,3.6264,2.8124,1.5890,#N/A,#N/A,Peroxidase ,Solyc01g006290.3.1,#N/A
NITAB031867.1,0.2366,0.1168,3.8307,6.6762,0.2839,0.4158,5.6700,5.9127,0.3333,0.2004,4.2691,3.6554,0.2138,0.2415,2.5181,5.4745,#N/A,#N/A,hydroxyproline-rich glycoprotein family protein ,Solyc11g069390.1.1,#N/A
NITAB031877.1,0.9224,1.1284,1.6261,3.2041,1.0704,1.4191,2.2838,4.5957,0.8501,1.2467,0.9525,2.0028,0.8108,1.9315,1.3156,3.1559,"Allene oxide synthase 2, chloroplastic",sp|Q9LLB0|AOS2_SOLLC,Allene oxide synthase ,Solyc11g069800.1.1,defense response [GO:0006952]; jasmonic acid biosynthetic process [GO:0009695]; oxidation-reduction process [GO:0055114]; oxylipin biosynthetic process [GO:0031408]; sterol metabolic process [GO:0016125]
NITAB031895.1,5.1905,5.7350,2.9788,3.4731,7.6114,6.4746,5.2411,7.2675,3.9137,3.6520,1.5654,2.6778,3.7322,9.0270,2.8608,6.8308,#N/A,#N/A,R2R3MYB transcription factor 58,Solyc11g073120.2.1,#N/A
NITAB031958.1,0.7403,0.4129,8.2855,12.8399,0.9822,1.0820,15.1441,17.8458,0.3446,0.8644,3.8992,8.1327,0.4300,1.0023,4.1429,15.2170,Histone H2B,sp|P93354|H2B_TOBAC,Histone H2B ,Solyc06g074790.1.1,0
NITAB031973.1,0.0510,0.0735,15.2206,22.9003,0.1173,0.0267,40.4727,24.9769,0.0819,0.1040,8.0193,12.9375,0.1062,0.1137,13.1960,28.0568,Defensin-like protein 3,sp|O24332|DEF3_RAPSA,Defensin-like protein ,Solyc07g009230.3.1,defense response to fungus [GO:0050832]; killing of cells of other organism [GO:0031640]
NITAB032012.1,0.1177,0.0451,1.3956,2.9269,0.0286,0.1212,2.5298,4.4721,0.0854,0.1167,1.0315,3.8527,0.0928,0.0000,1.4243,2.8688,#N/A,#N/A,"Transmembrane protein, putative ",Solyc07g008280.3.1,#N/A
NITAB032021.1,1.1013,1.1369,9.3923,6.0379,1.8284,2.1246,6.8436,4.5434,5.6271,0.9424,7.7813,6.6968,3.9183,1.2263,10.3802,6.3549,EIN3-binding F-box protein 2,sp|Q708Y0|EBF2_ARATH,EIN3-binding F-box-like protein ,Solyc07g008250.3.1,ethylene-activated signaling pathway [GO:0009873]; negative regulation of ethylene-activated signaling pathway [GO:0010105]; protein ubiquitination [GO:0016567]; response to ethylene [GO:0009723]; SCF-dependent proteasomal ubiquitin-dependent protein catabolic process [GO:0031146]; ubiquitin-dependent protein catabolic process [GO:0006511]
NITAB032112.1,0.4798,0.4953,11.3957,21.9154,0.5004,0.5860,15.9506,20.2018,0.7247,0.6996,9.3389,12.5119,0.6911,0.6984,7.1950,15.7532,UDP-glucuronic acid decarboxylase 6,sp|Q9ZV36|UXS6_ARATH,UDP-glucuronate decarboxylase 1 ,Solyc11g066150.2.1,D-xylose metabolic process [GO:0042732]; UDP-D-xylose biosynthetic process [GO:0033320]
NITAB032113.1,22.0096,32.9971,23.9940,43.1353,28.8348,29.4586,41.6314,45.3129,25.1700,11.8367,14.8230,21.5784,18.1023,26.3865,19.2316,51.8960,Histone H4,sp|Q76H85|H4_SILLA,histone H4 ,Solyc11g066160.1.1,nucleosome assembly [GO:0006334]
NITAB032123.1,4.2035,6.3142,16.2679,31.5941,6.3213,7.1296,31.3312,38.9810,5.2162,3.3552,10.3020,18.7052,3.8580,4.6384,10.9934,35.3107,Histone H2A,sp|Q9M531|H2A_EUPES,Histone H2A ,Solyc11g073250.2.1,0
NITAB032125.1,2.9081,2.4335,2.0745,3.2921,2.3455,1.4666,3.7447,1.1922,1.8923,1.8338,1.8738,1.7711,2.6714,3.2015,2.4144,4.6549,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB032129.1,0.0462,0.0282,0.1031,0.0634,3.3919,4.3514,5.1492,5.2940,0.0601,0.0530,0.0699,0.0828,0.1648,0.0424,0.2738,0.1374,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB032130.1,1.6963,2.3323,11.5224,20.4360,1.8966,2.6004,20.6043,23.1797,1.2419,1.7926,8.1335,9.9185,1.4838,3.1882,8.6138,19.0547,Beta-xylosidase/alpha-L-arabinofuranosidase 2,sp|A5JTQ3|XYL2_MEDSV,Beta-glucosidase ,Solyc11g071640.2.1,xylan catabolic process [GO:0045493]
NITAB032203.1,1.8321,1.8007,5.1452,6.3031,2.1155,2.0198,6.2620,6.8077,1.8069,1.6658,4.6050,4.0993,1.2292,0.8197,3.1080,3.1602,Protein RER1A,sp|O48670|RER1A_ARATH,RER1 family protein,Solyc01g109770.3.1,"protein retention in ER lumen [GO:0006621]; retrograde vesicle-mediated transport, Golgi to ER [GO:0006890]"
NITAB032207.1,0.2187,0.2345,8.8404,16.0793,0.2427,0.3156,12.9990,18.7256,0.1354,0.2453,7.1909,9.0843,0.2124,0.5663,6.3011,15.5881,"Phospho-2-dehydro-3-deoxyheptonate aldolase 1, chloroplastic",sp|P21357|AROF_SOLTU,DAHP synthase 2 precursor,Solyc04g074480.3.1,aromatic amino acid family biosynthetic process [GO:0009073]; chorismate biosynthetic process [GO:0009423]
NITAB032407.1,0.1257,0.1953,2.5104,5.0452,0.2552,0.2164,5.5709,5.3073,0.0835,0.1610,2.1763,2.4816,0.1681,0.3668,1.7451,4.0366,Auxin-induced protein 5NG4,sp|Q6J163|5NG4_PINTA,WAT1-related protein ,Solyc04g080940.3.1,auxin-activated signaling pathway [GO:0009734]
NITAB032560.1,0.0886,0.0475,4.3572,3.7921,0.1453,0.0881,3.3175,3.3220,0.0869,0.1234,7.4173,9.7615,0.1697,0.0729,8.6790,8.4003,Probable transmembrane ascorbate ferrireductase 4,sp|Q9C540|ACFR4_ARATH,Cytochrome b561 ,Solyc01g005140.3.1,0
NITAB032567.1,5.5379,5.4520,9.4292,10.2002,4.8081,4.3020,7.7117,6.0553,10.1670,7.1303,11.3463,10.9021,10.2096,0.9630,12.7935,12.6412,Probable galactinol--sucrose galactosyltransferase 5,sp|Q9FND9|RFS5_ARATH,Alkaline alpha-galactosidase seed imbibition protein ,Solyc07g007930.3.1,raffinose family oligosaccharide biosynthetic process [GO:0010325]; response to abscisic acid [GO:0009737]; response to oxidative stress [GO:0006979]; response to water deprivation [GO:0009414]
NITAB032569.1,4.0926,4.7892,7.2718,9.0385,4.5997,4.1062,6.2395,5.2333,9.6126,5.9363,8.3339,9.2761,9.1975,0.9458,12.1851,10.7278,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB032636.1,0.0471,0.0218,1.7947,1.8779,0.0610,0.0846,1.6012,3.2775,0.0703,0.0220,0.9029,1.4974,0.0893,0.1205,0.6683,1.8344,#N/A,#N/A,Methionine sulfoxide reductase ,Solyc01g008030.3.1,#N/A
NITAB032801.1,1503.4781,4515.8800,6700.8038,4738.4569,1034.3893,838.4761,2351.0257,2780.4304,1387.0516,1740.6389,11035.6521,3485.1200,1477.4986,1298.4743,4549.1993,3871.8434,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB032836.1,0.0000,0.0000,1.5599,1.5762,0.0505,0.1755,1.1110,0.4835,0.1647,0.8506,1.1149,1.2128,0.5680,0.0000,3.8744,1.3595,#N/A,#N/A,Mitochondrial carrier family protein ,Solyc02g089110.3.1,#N/A
NITAB032843.1,41.6663,21.8993,49.1094,51.3428,14.5991,18.6934,45.0679,56.5145,36.5887,42.0652,89.5030,98.0978,23.8457,46.2316,82.4410,27.0076,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB032894.1,86.0792,94.1909,235.1261,337.0920,75.4247,83.2936,330.2948,234.8751,75.1126,65.3259,156.1248,212.0070,76.9662,119.5346,128.5371,259.5284,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB033042.1,0.0892,0.0801,10.6761,17.9967,0.1872,0.1447,11.6073,12.5713,0.1146,0.1112,10.6548,9.8481,0.1314,0.1548,7.6534,12.0262,Probable glucuronosyltransferase 47 A,sp|A9RGD8|GT47A_PHYPA,Exostosin family protein ,Solyc11g066320.2.1,cell wall organization [GO:0071555]; glucuronoxylan biosynthetic process [GO:0010417]; plant-type secondary cell wall biogenesis [GO:0009834]; protein glycosylation [GO:0006486]; xylan biosynthetic process [GO:0045492]
NITAB033116.1,6.1285,5.7588,3.0525,6.3698,6.7400,6.3665,5.7728,8.6208,5.3511,4.0154,1.3503,2.5034,5.4235,6.9888,1.7437,7.5612,Lipid transfer-like protein VAS,sp|Q9FFY3|VAS_ARATH,Lipid transfer protein ,Solyc01g005990.3.1,0
NITAB033165.1,123.1874,125.5888,18.5486,17.3615,114.5715,108.8857,10.1595,10.9068,142.9399,161.2798,20.6720,21.3317,142.3791,118.3829,20.7122,16.0628,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB033256.1,0.3571,0.4596,2.1343,4.9282,0.3100,0.7282,2.6610,7.1073,0.2362,1.6795,1.1670,3.9157,0.3254,0.7359,1.9007,4.9160,Transcription factor SCREAM2,sp|Q9LPW3|SCRM2_ARATH,bHLH transcription factor139,Solyc07g018010.3.1,"guard mother cell differentiation [GO:0010444]; regulation of transcription, DNA-templated [GO:0006355]; response to freezing [GO:0050826]"
NITAB033280.1,1.6477,2.4183,12.5148,21.7928,2.6380,2.3592,23.3559,25.9769,1.4614,1.2693,7.5497,10.7832,1.2443,2.2940,7.8296,24.5737,Histone H4,sp|Q76H85|H4_SILLA,histone H4 ,Solyc11g066160.1.1,nucleosome assembly [GO:0006334]
NITAB033330.1,16.7661,16.2393,33.1763,33.8757,13.3439,15.4914,22.4964,15.9168,28.2211,26.7201,45.5648,49.3898,33.5012,3.9793,41.2521,29.3017,#N/A,#N/A,Ankyrin repeat family protein ,Solyc11g066020.2.1,#N/A
NITAB033366.1,0.2154,0.3359,3.5784,2.1718,0.4150,0.3336,5.1121,5.4441,0.5636,0.4310,2.1621,5.5065,0.2692,0.3352,4.2184,5.0105,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB033393.1,1.5624,6.6135,7.7303,22.9469,1.4587,5.8597,13.4673,29.5346,1.2280,7.2451,5.1736,16.8097,0.9013,8.1202,6.5221,17.0757,#N/A,#N/A,Electron transfer flavoprotein alpha subunit ,Solyc12g005200.2.1,#N/A
NITAB033471.1,0.7488,0.6813,8.2730,4.4387,1.0965,0.6085,4.6943,3.0128,1.6945,1.3831,6.8966,4.8619,1.1754,0.3465,9.4285,6.8891,#N/A,#N/A,P-loop containing nucleoside triphosphate hydrolases superfamily protein ,Solyc01g073695.1.1,#N/A
NITAB033544.1,0.1201,0.1012,16.9499,32.1792,0.1912,0.1004,21.4987,25.5241,0.0824,0.0983,17.2514,16.6659,0.1204,0.1315,12.1334,21.6523,Fasciclin-like arabinogalactan protein 13,sp|Q9FFH6|FLA13_ARATH,Fasciclin-like arabinogalactan protein ,Solyc06g075220.1.1,plant-type secondary cell wall biogenesis [GO:0009834]
NITAB033566.1,0.0000,0.0000,3.4012,4.3340,0.0805,0.6465,0.4821,4.2071,0.0000,0.0000,1.6830,2.3530,0.0000,0.0000,4.3668,2.1711,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB033607.1,3.2168,3.5047,2.5118,3.5888,2.8057,2.5889,1.1821,0.9336,4.9458,4.5735,4.1388,4.7052,6.5065,0.0677,5.0206,2.8199,Putative adagio-like protein 2,sp|Q67UX0|ADO2_ORYSJ,Flavin-binding kelch domain F box protein ,Solyc01g005300.3.1,circadian rhythm [GO:0007623]; protein-chromophore linkage [GO:0018298]; protein ubiquitination [GO:0016567]; regulation of circadian rhythm [GO:0042752]; response to blue light [GO:0009637]
NITAB033616.1,0.0167,0.0277,2.5899,5.6901,0.0426,0.0389,6.6643,7.5775,0.0037,0.0149,1.5352,3.1775,0.0324,0.0590,1.5758,6.6591,#N/A,#N/A,3-oxo-5-alpha-steroid 4-dehydrogenase ,Solyc02g063390.3.1,#N/A
NITAB033645.1,0.1870,0.2529,5.1879,10.5530,0.2924,0.1822,6.8654,8.9260,0.4234,0.2069,5.4462,5.0633,0.3446,0.2075,4.1351,6.1013,Auxin-responsive protein SAUR71,sp|Q9SGU2|SAU71_ARATH,Auxin responsive SAUR protein ,Solyc07g042490.1.1,auxin-activated signaling pathway [GO:0009734]; multicellular organism development [GO:0007275]; regulation of growth [GO:0040008]
NITAB033890.1,2.3703,2.9605,9.1821,17.4291,3.6587,4.2702,19.7412,21.2461,1.5715,1.7717,6.3669,9.4816,1.3151,5.3738,6.4581,15.5954,#N/A,#N/A,carboxyl-terminal peptidase ,Solyc01g005550.3.1,#N/A
NITAB033944.1,7.2127,10.3461,19.1550,31.6738,8.4575,6.4371,52.3282,29.6637,6.5175,5.3593,17.2919,22.1491,8.0111,8.1908,15.7252,34.6474,#N/A,#N/A,MAP kinase kinase kinase 21,Solyc02g090970.1.1,#N/A
NITAB034145.1,71.2776,266.6691,1.1450,9.3597,67.2726,150.6918,2.3201,12.5948,38.8982,240.7300,1.4062,5.5182,56.1551,227.3102,1.9610,2.6574,Kunitz trypsin inhibitor 2,sp|Q9LMU2|KTI2_ARATH,trypsin inhibitor-like protein precursor,Solyc11g022590.1.1,0
NITAB034290.1,1.9118,1.5005,1.1419,0.9989,1.5494,1.5176,1.2360,1.3577,2.4600,1.8633,1.5674,2.0935,0.3468,0.3333,0.0344,0.0453,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB034292.1,1.2093,1.0335,1.1374,1.0158,0.9799,0.9423,1.0799,1.1525,1.9027,1.4448,1.2041,1.6898,0.1353,0.1372,0.0424,0.0369,Probable UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase SPINDLY,sp|O82422|SPY_HORVU,#N/A,#N/A,gibberellic acid mediated signaling pathway [GO:0009740]; protein glycosylation [GO:0006486]
NITAB034420.1,4.4615,4.2942,13.9450,23.2021,3.6411,4.5147,24.7036,29.9644,3.0982,4.5093,9.7436,13.9597,4.1854,4.9320,10.0769,29.9680,FK506-binding protein 2,sp|Q41649|FKB15_VICFA,Peptidyl-prolyl cis-trans isomerase ,Solyc09g057670.3.1,0
NITAB034421.1,1.4862,0.8422,1.5703,2.0008,1.2470,2.0567,2.7220,3.2484,0.5548,0.4597,1.3274,0.2763,0.6572,0.4045,0.6081,1.0832,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB034633.1,0.5259,0.5057,3.6138,6.3367,0.5419,0.6431,2.4402,3.6036,0.4610,0.5158,1.2996,2.8036,0.4448,0.8091,1.7015,5.2681,Ras-related protein RABA5b,sp|Q9SRS5|RAA5B_ARATH,Ras family ,Solyc09g056340.3.1,intracellular protein transport [GO:0006886]; Rab protein signal transduction [GO:0032482]
NITAB034675.1,5.0364,6.3226,13.0773,22.5175,4.7982,6.1073,20.4221,24.6099,3.5508,2.7290,6.7323,11.7376,2.2990,6.0803,8.2337,21.4744,Histone H1.2,sp|P26569|H12_ARATH,#N/A,#N/A,"chromosome condensation [GO:0030261]; negative regulation of chromatin silencing [GO:0031936]; negative regulation of DNA recombination [GO:0045910]; nucleosome assembly [GO:0006334]; nucleosome positioning [GO:0016584]; regulation of transcription, DNA-templated [GO:0006355]"
NITAB034751.1,0.0565,0.0862,1.9565,5.8383,0.0061,0.1352,11.5816,7.6075,0.1450,0.2521,1.6411,2.2272,0.0895,0.0000,0.9955,5.6999,Cationic peroxidase 2,sp|P22196|PER2_ARAHY,LECEVI16G peroxidase precursor,Solyc01g105070.3.1,hydrogen peroxide catabolic process [GO:0042744]; response to oxidative stress [GO:0006979]
NITAB034917.1,0.0000,0.0000,1.3691,1.1210,0.0000,0.0000,0.6196,0.2677,0.0000,0.0548,1.9112,0.6268,0.0000,0.0000,1.5814,0.5316,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB035009.1,3.8990,3.7497,15.3101,19.9799,3.9522,5.1558,27.0695,33.6804,2.3809,3.0541,8.3809,8.3407,3.2105,12.8922,13.2642,28.7215,Glucose-1-phosphate adenylyltransferase large subunit 1,sp|Q00081|GLGL1_SOLTU,ADP-glucose pyrophosphorylase large subunit 1,Solyc01g109790.3.1,glycogen biosynthetic process [GO:0005978]; starch biosynthetic process [GO:0019252]
NITAB035039.1,0.1571,0.2007,35.1169,59.3188,0.3995,0.2351,39.6006,40.4737,0.2131,0.1833,36.3233,29.5687,0.1953,0.2821,24.3465,40.3859,Probable cellulose synthase A catalytic subunit 5 [UDP-forming],sp|A2XNT2|CESA5_ORYSI,Cellulose synthase ,Solyc09g072820.3.1,cellulose biosynthetic process [GO:0030244]; cell wall organization [GO:0071555]
NITAB035074.1,0.0000,0.0000,1.3593,0.3501,0.0000,0.0169,0.1871,0.4417,0.0068,0.0000,1.0000,0.7049,0.0000,0.0000,1.7386,0.1637,Ethylene-responsive transcription factor ERF094,sp|Q9LND1|ERF94_ARATH,Ethylene Response Factor C.3,Solyc09g066360.1.1,ethylene-activated signaling pathway [GO:0009873]; jasmonic acid and ethylene-dependent systemic resistance [GO:0009861]; response to ethylene [GO:0009723]; response to jasmonic acid [GO:0009753]
NITAB035192.1,0.0269,0.0942,13.1394,14.4989,0.0786,0.0297,16.9503,14.3741,0.0419,0.0420,15.7171,29.3922,0.0479,0.1029,13.3904,20.5703,#N/A,#N/A,Lipid transfer protein ,Solyc09g065430.3.1,#N/A
NITAB035282.1,0.1625,0.1677,10.1506,6.2869,0.2422,0.2488,7.6847,7.3981,0.1927,0.3589,9.3717,8.3786,0.3427,0.2342,11.4095,8.6048,Gibberellin receptor GID1C,sp|Q940G6|GID1C_ARATH,Gid1-like gibberellin receptor ,Solyc09g074270.3.1,floral organ morphogenesis [GO:0048444]; fruit morphogenesis [GO:0048530]; gibberellin mediated signaling pathway [GO:0010476]; negative regulation of gene expression [GO:0010629]; positive regulation of gibberellic acid mediated signaling pathway [GO:0009939]; raffinose family oligosaccharide biosynthetic process [GO:0010325]; response to gibberellin [GO:0009739]
NITAB035354.1,17.8058,6.1783,34.6402,25.3625,8.0980,7.4571,25.2721,20.2469,22.2798,17.4437,34.1132,25.8180,27.8987,3.7210,47.8281,34.8621,Translocator protein homolog,sp|O82245|TSPO_ARATH,TSPO,Solyc09g074910.1.1,porphyrin-containing compound metabolic process [GO:0006778]; response to abscisic acid [GO:0009737]; response to osmotic stress [GO:0006970]; response to salt stress [GO:0009651]
NITAB035425.1,5.8540,5.7951,15.9208,16.8167,5.5208,5.3690,13.2265,12.4088,10.4857,7.6265,15.9227,13.5721,12.1977,2.5498,23.7439,15.6694,Sucrose synthase 4,sp|Q10LP5|SUS4_ORYSJ,sucrose synthase,Solyc09g098590.3.1,sucrose metabolic process [GO:0005985]
NITAB035521.1,0.0564,0.0539,1.6490,2.9300,0.1087,0.2062,2.7334,4.6271,0.0164,0.0460,0.9378,1.6264,0.0179,0.3162,1.0942,4.0767,Probable boron transporter 2,sp|Q9M1P7|BOR2_ARATH,Boron transporter ,Solyc01g079150.3.1,borate transport [GO:0046713]; regulation of intracellular pH [GO:0051453]; root development [GO:0048364]
NITAB035538.1,0.0602,0.0449,6.9954,4.2815,0.0609,0.0655,5.1359,3.2401,0.0937,0.1232,8.2913,4.8145,0.0941,0.1153,7.6591,2.9172,Cytokinin dehydrogenase 1,sp|O22213|CKX1_ARATH,Cytokinin oxidase/dehydrogenase-like ,Solyc04g016430.3.1,cytokinin catabolic process [GO:0009823]; meristem development [GO:0048507]
NITAB035568.1,0.0718,0.0795,7.1155,27.5188,0.1582,0.0605,11.4393,29.8413,0.0713,0.0528,4.4834,20.5806,0.1169,0.0590,6.9179,27.6083,Reticuline oxidase,sp|P93479|RETO_PAPSO,FAD-binding Berberine family protein ,Solyc04g080400.2.1,alkaloid metabolic process [GO:0009820]
NITAB035591.1,0.0436,0.0389,6.8648,36.3426,0.1057,0.0262,14.0780,43.5450,0.0452,0.0255,3.8804,28.3772,0.0633,0.0622,6.0574,38.3025,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB035592.1,0.0209,0.0600,7.1745,35.8339,0.1152,0.0251,14.1991,43.0652,0.0702,0.0407,3.7282,28.0659,0.0554,0.0524,5.9928,38.4051,Reticuline oxidase,sp|P93479|RETO_PAPSO,FAD-binding Berberine family protein ,Solyc04g080400.2.1,alkaloid metabolic process [GO:0009820]
NITAB035706.1,0.2989,0.2241,3.3256,7.1184,0.2281,0.2731,1.6876,4.5271,0.4045,0.2035,1.4254,3.4059,0.1889,0.1793,2.1612,5.0466,#N/A,#N/A,SNF2 domain-containing protein / helicase domain-containing protein / zinc finger protein-like protein ,Solyc01g087580.3.1,#N/A
NITAB035781.1,0.0061,0.0037,0.7648,2.4936,0.0000,0.0064,1.5552,3.2631,0.0388,0.0090,0.4141,1.1352,0.0000,0.0193,0.5111,1.8410,Ethylene-responsive transcription factor 2,sp|Q40479|ERF2_TOBAC,"Ethylene-responsive transcription factor, putative ",Solyc01g090320.3.1,defense response [GO:0006952]; ethylene-activated signaling pathway [GO:0009873]
NITAB035803.1,1.8881,1.5520,5.4169,5.7836,1.9432,1.6932,4.3989,5.0272,2.6396,2.8620,5.2173,6.1798,3.8859,1.9107,7.5141,7.2723,Protein JINGUBANG,sp|O48716|JGB_ARATH,Transducin/WD40 repeat-like superfamily protein ,Solyc01g109120.3.1,pollen germination [GO:0009846]
NITAB035806.1,13.8757,25.0031,42.3707,80.5586,14.5376,10.6638,63.6638,50.7729,13.7659,12.4718,33.1158,43.4432,17.4299,3.2024,27.8482,65.2831,Glycine-rich RNA-binding protein blt801,sp|Q43472|GRP_HORVU,RNA-binding protein ,Solyc01g109655.1.1,mRNA processing [GO:0006397]; response to abscisic acid [GO:0009737]; response to cold [GO:0009409]
NITAB035810.1,0.0148,0.0155,3.3813,6.7546,0.0211,0.0032,8.2878,8.1651,0.0055,0.0029,1.6517,3.1754,0.0119,0.0472,2.0349,6.5085,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB035811.1,0.0164,0.0047,5.1692,9.1857,0.0406,0.0187,11.1786,9.6159,0.0066,0.0151,2.7533,5.0549,0.0195,0.0312,2.6950,8.4189,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB035837.1,15.1914,19.2628,32.2034,26.3817,11.3019,14.9904,15.9836,14.3643,26.1453,25.0638,31.8144,41.4165,20.9015,7.9552,38.7533,24.5529,Cold-regulated 413 plasma membrane protein 2,sp|Q9SVL6|CRPM2_ARATH,WCOR413-like plant cold acclimation protein,Solyc01g109170.3.1,0
NITAB035861.1,0.0000,0.4509,0.8014,0.6200,0.0000,0.0380,1.3210,1.4135,0.6519,0.1208,1.1073,0.1197,0.1927,0.1465,1.2485,1.7795,#N/A,#N/A,"Transmembrane protein, putative ",Solyc01g109810.2.1,#N/A
NITAB035996.1,19.8410,19.3782,23.7915,34.8371,20.1149,21.5748,26.0268,29.3499,17.4783,22.1569,20.7392,19.9505,20.2414,21.1975,18.7180,26.0892,"Triosephosphate isomerase, chloroplastic",sp|P48496|TPIC_SPIOL,triosephosphate isomerase ,Solyc01g111120.3.1,glycolytic process [GO:0006096]; reductive pentose-phosphate cycle [GO:0019253]
NITAB036042.1,0.3783,0.2479,8.1554,16.0719,0.6126,0.6659,14.5064,20.0298,0.1265,0.3998,4.3426,10.3472,0.1933,0.5855,5.3756,16.3122,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB036083.1,0.1338,0.1098,7.3704,15.4559,0.1669,0.4151,14.4650,11.1882,0.3041,0.0967,4.9663,8.1411,0.0811,0.1252,4.9259,11.4094,Basic form of pathogenesis-related protein 1,sp|P11670|PRB1_TOBAC,Pathogenesis-related protein 1 ,Solyc01g106620.2.1,defense response [GO:0006952]; response to biotic stimulus [GO:0009607]
NITAB036207.1,11.0803,5.5054,19.6719,13.3892,7.6067,9.3979,22.2318,17.2273,11.5994,13.0165,21.5754,17.8055,16.7433,4.7308,24.7166,19.4170,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB036289.1,1.6083,1.8560,2.5280,5.4078,0.9513,2.3578,1.2792,2.6641,2.4284,2.9948,1.8700,4.2818,2.9605,0.8824,2.6541,4.0529,F-box/kelch-repeat protein At4g39570,sp|Q9SVA1|FK100_ARATH,RING/U-box superfamily protein ,Solyc01g073720.2.1,0
NITAB036301.1,0.0648,0.0203,1.2968,0.5978,0.0641,0.0143,0.6860,0.7679,0.1479,0.1610,1.2943,0.5018,0.0731,0.0000,1.0655,0.2974,NADH-ubiquinone oxidoreductase chain 5,sp|P29388|NU5M_ARATH,oxidoreductase/transition metal ion-binding protein ,Solyc10g044880.1.1,ATP synthesis coupled electron transport [GO:0042773]
